url_id;certificate;year;duration;rating;votes;metascore;total_nominations;total_wins;oscar_nominations;oscar_wins;budget;gross_us_canada;opening_weekend_gross_us_canada;worldwide_gross;aspect_ratio;color;url_image;plot
tt0329691;PG-13;2004;5040;4.1;28354;41;4;0;;;40000000;21215059;9970557;46546197;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BY2NiMDE2NzYtZmRlNS00YTZhLWI0NWItYzEzMDlkNzZkM2VmXkEyXkFqcGdeQXVyNDI3NjU1NzQ@._V1_.jpg;A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.
tt0454776;PG;2006;7080;7.4;24867;65;6;3;;;;21250683;4305000;32120360;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTI5MTkxMDA4M15BMl5BanBnXkFtZTcwNjA4Mjg0MQ@@._V1_.jpg;The idealist William Wilberforce (Ioan Gruffudd) maneuvers his way through Parliament, endeavoring to end the British transatlantic slave trade.
tt0105481;PG;1992;5460;5.7;3730;;0;0;;;;21202099;4575746;21202099;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BODE4MDY1ODctOTc4Zi00ZTE0LThlMDgtMjZmNmExZmI0MDkwXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_.jpg;A woman ditches her small town life for big city Chicago, where she becomes a sensation as a radio show host.
tt0085382;R;1983;5580;6;45632;57;3;1;;;5000000;21156152;6114899;21156152;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjAxMzIzN2YtMDVlYy00Yzc3LThjOTEtNDlhNjkxMjkwYzYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg;Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town.
tt0085333;R;1983;6600;6.7;82260;57;2;0;;;9700000;21017849;3408904;21017849;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BZThhNDQxNzAtOTYzZC00MzZkLWI2YjItOTE2ZjliZDY3NTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.
tt0048380;Passed;1955;7380;7.6;16848;72;5;4;2;1;;21200000;;;2.55 : 1;;https://m.media-amazon.com/images/M/MV5BODc0ZGUzNDQtNzRmOC00MjVkLWE4MjgtMDYwNGJiZDI1YzNjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg;In the waning days of World War II, the cargo officer of a Navy supply ship chafes at its role far from the action in the Pacific's backwater areas, his frustration rising when its captain denies the crew liberty over petty irritations.
tt2870612;R;2014;5580;6.2;92224;39;6;1;;;5000000;21321100;8632820;41898409;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTQzNzg0NDI2MF5BMl5BanBnXkFtZTgwMzgxNzY2MTE@._V1_.jpg;When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.
tt0115783;R;1996;5040;5.8;38451;30;2;0;;;25000000;21576954;6014400;22611954;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BYTQ0ZWY3OGItM2Y0Yi00YjdmLWFkZDAtYzFhNmRjNTVmNzFlXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_.jpg;Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness.
tt0466856;PG-13;2006;6300;6.1;11645;63;7;0;;;20000000;21170563;11554404;21170563;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BZTEwZmNlYmQtZWUyOS00MTJiLTkzMzQtNjAzZjI0NTViMmU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg;As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.
tt0303816;R;2002;5580;5.6;78194;56;12;3;;;1500000;21158188;8400000;30553394;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTEwNTU3NzM2NDJeQTJeQWpwZ15BbWU2MDY2ODcyNw@@._V1_.jpg;Five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.
tt1458175;PG-13;2010;7980;7.3;196483;52;3;0;;;30000000;21148651;6542779;67448651;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjA3NTY5ODI4OV5BMl5BanBnXkFtZTcwMjcxNzQ5Mw@@._V1_.jpg;A married couple's life is turned upside down when the wife is accused of a murder.
tt0104647;PG-13;1992;6120;5.9;10921;;1;1;;;10000000;21142815;5651055;21142815;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BNGQ1ZjFmYWEtMTRiYy00NGZhLThjZjctMzc1NjRkM2UxYTY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg;George Kuffs, 21, leaves a pregnant girlfriend. He visits his brother Brad to bum money off him. Brad's shot and George IDs the killer at SFPD but to no avail. He inherits Brad's patrol district. He keeps it to get the killer.
tt0084788;R;1982;5400;5.8;3429;40;0;0;;;7000000;21134374;5906708;21134374;2.35 : 1;;https://m.media-amazon.com/images/M/MV5BNmQyZGYwNmEtNjdmNC00ODE2LWJiNGMtYjdhNzQyZDAxOTQ1XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg;Cheech and Chong are hired to drive a limo from Chicago to Las Vegas by two shady Arabs--Mr. Slyman (Cheech) and Prince Habib (Chong). Unbeknownst to them, five million dollars of dirty money has been stuffed throughout the car.
tt0164181;R;1999;5940;6.9;81409;67;5;3;;;12000000;21142914;5811664;21142914;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjE2NTEwZWYtYzcxYi00MzZhLTg0NDMtNTBhMTM3MjEyMmU3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg;After being hypnotized by his sister-in-law, a man begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around him.
tt3521126;R;2017;6240;7.3;152693;76;86;32;1;0;10000000;21120616;1211345;29820616;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BOGNkMzliMGMtMDI5Ni00OTZkLTgyMTYtNzk5ZTY1NjVhYjVmXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_.jpg;When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.
tt7329656;PG-13;2019;5400;5;26181;43;0;0;;;12000000;22260900;8427265;47582563;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMDc1MmVjMDQtOGU3OS00OTJkLWJmOGQtNDMzMWRjNDAzY2Y2XkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_.jpg;Two sisters diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.
tt0114608;R;1995;5520;6.7;23953;48;2;2;;;13000000;21089146;10019555;21089146;1.33 : 1;Color;https://m.media-amazon.com/images/M/MV5BNGM3N2VmNDQtNWMwNC00MDI5LThhNzYtNTlkZjkwZTJlNTRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;High-level demons collect low-level demons as warriors in attempt to obtain a key containing the blood of Christ. The key is guarded by immortal warriors called Demon Knights.
tt0101846;PG-13;1991;6480;5.8;10988;48;0;0;;;16400000;21082165;5455058;21082165;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjA2MzAxODMwOF5BMl5BanBnXkFtZTcwNDY1MDY2NA@@._V1_.jpg;A special effects man helps his girlfriend's ex, a cop, with a sting operation, where the ex gets killed. Something's off and he investigates with help from an ex-cop PI friend.
tt0168786;PG-13;2002;7200;7.3;35854;62;22;19;;;12500000;21078145;210013;23367586;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMDY5MTIyNjEtNGVmYi00MzFkLWE2ODEtZjVjZjc5NGJhZGU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.
tt0088385;R;1984;5280;3.7;490;;0;0;;;;21058033;1451676;21058033;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTQxNzI5OTk1N15BMl5BanBnXkFtZTcwMjc4NTczMQ@@._V1_.jpg;Three rookie sailors who have just completed basic training are out on their first weekend pass. As they hit one bar after another, they soon forget everything the Navy ever taught them.
tt0078504;G;1978;8040;5.4;15297;53;11;1;4;0;24000000;21049053;;21049053;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BMzU0YzkzYjItOThjNi00NTU4LWIxZDEtN2U4NmFkMGFiOWI3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg;An adaptation of The Wizard of Oz that tries to capture the essence of the African-American experience.
tt0100087;PG-13;1990;5400;5.4;3305;30;0;0;;;;21036771;5240816;21036771;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BZTFhZTk3MTQtZGY3Ni00NjU4LThmZTItNDRkZTBiMjNkNGExXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg;The luxurious villa of yuppie couple Mark and Jessie Bannister is overrun by loads of uninvited guests who turn the house upside-down and nearly destroy it.
tt0095927;R;1988;7680;5.9;8659;52;1;0;;;15000000;21042667;160742;21042667;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNGEwMzFmOWQtMzcyMS00MDYxLTlhZTYtMWI5OWU3ZmU1Mzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;A medical school dropout and a housewife/mom try to make it as stand-up comedians. They become friends and help each other out at an NYC comedy club.
tt0083767;R;1982;7200;6.8;47340;59;2;0;;;8000000;21028755;5870889;21028755;1.33 : 1;Color;https://m.media-amazon.com/images/M/MV5BOTU3NGIyZTctOWEyMS00MGIyLWFkZWMtMTg0ODE2MjExNGZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;An anthology which tells five terrifying tales inspired by the E.C. horror comic books of the 1950s.
tt5776858;R;2017;7800;7.4;130557;90;124;57;5;1;35000000;21198205;216495;47775493;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMWJkNzBkM2UtYWFlMC00NmEwLTgxOGUtMjVmMzYyZjgyMmEzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg;Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.
tt0082970;PG;1981;9300;7.3;9760;57;22;2;8;0;;14920781;151351;14920781;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNDk0ZTQ3ODAtMjUwMi00YzQ2LTgyMDAtZWY4ZGIxNTRlYzIwXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_.jpg;A young black pianist becomes embroiled in the lives of an upper-class white family set among the racial tensions, infidelity, violence and other nostalgic events in early 1900s New York City.
tt0109067;PG;1994;6420;5.5;9058;;0;0;;;17080000;21011318;5240859;21011318;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BYjJjN2NhMmQtMDY5Zi00MDY5LWEwYmYtNGUwODVkNTZhNTY2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg;A basketball coach travels to Africa to recruit a new star.
tt0377062;PG-13;2004;6780;6.1;54573;47;2;0;;;45000000;21009180;5019430;35021497;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTYyMjY4MzcwNF5BMl5BanBnXkFtZTcwNDQ5MzcyMQ@@._V1_.jpg;Survivors of a plane crash in the Mongolian desert work together to build a new plane.
tt0110157;PG;1994;6480;6.6;8635;56;0;0;;;;21006361;5313406;21006361;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BMDdmMDU4MDItOWU1Ni00MzRiLWEyMjAtOGZlMTZhNzFiNDI1XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_.jpg;A brave young man is thrust into adulthood as he and his courageous team of sled dogs embark on a grueling and treacherous cross-country marathon.
tt0283111;R;2002;5520;6.3;109879;26;2;0;;;5000000;21305259;7302913;38275483;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTM4YjQxYzAtNzAyNy00Zjk1LTk4ZTMtNTUwNTBjMWY1M2IwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.
tt0432283;PG;2009;5220;7.9;228040;83;63;32;2;0;40000000;21002919;265900;46474181;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg;An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
tt0434215;PG;2006;5700;6;8029;57;3;0;;;15000000;21000147;7703551;21893591;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTI4OTM2MjU4M15BMl5BanBnXkFtZTcwMTA5MjA0MQ@@._V1_.jpg;Young Katy claims a wild horse as her own -- an effort to prove to her father that she is capable of taking over the family horse ranch one day.
tt0434215;PG;2006;5700;6;8029;57;3;0;;;15000000;21000147;7703551;21893591;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTI4OTM2MjU4M15BMl5BanBnXkFtZTcwMTA5MjA0MQ@@._V1_.jpg;Young Katy claims a wild horse as her own -- an effort to prove to her father that she is capable of taking over the family horse ranch one day.
tt1243974;PG-13;2015;6300;5.4;66856;40;7;2;;;37000000;21067116;9670235;26250020;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTg4Mjc0NTE1NV5BMl5BanBnXkFtZTgwNzcwNTQ3NTE@._V1_.jpg;A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.
tt0318155;PG;2003;5460;5.8;37509;64;10;0;;;80000000;20991364;9317371;68514844;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMzRiOWNkOWUtNTAyYS00NTA4LThkZmYtZmM5Y2ZlMzhlNTk2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg;The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.
tt0110950;PG-13;1994;5940;6.6;49850;67;2;0;;;11500000;20982557;5113050;33351557;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BZWY1ZGEyY2YtNWZhNS00OGZhLTg3OWEtODE2M2U5NjE4YmUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston.
tt0443701;PG-13;2008;6240;5.9;91448;47;0;0;;;30000000;20982478;10021753;69363381;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BOTk5MThhOTQtZTY5OC00MzgwLWE4MTctNTI4OGEwNjU3YTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.
tt0443701;PG-13;2008;6240;5.9;91448;47;0;0;;;30000000;20982478;10021753;69363381;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BOTk5MThhOTQtZTY5OC00MzgwLWE4MTctNTI4OGEwNjU3YTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.
tt0071807;PG;1974;7500;6.7;105165;43;1;2;;;7000000;20972000;;20972000;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BYjY3YmM1MTItMWE0NC00NjFmLWFkMDgtMWFiZjY5NzQyZGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg;James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.
tt0071807;PG;1974;7500;6.7;105165;43;1;2;;;7000000;20972000;;20972000;1.66 : 1;Color;https://m.media-amazon.com/images/M/MV5BYjY3YmM1MTItMWE0NC00NjFmLWFkMDgtMWFiZjY5NzQyZGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg;James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.
tt0091867;Not Rated;1985;7020;7.2;43660;83;22;25;5;3;3000000;20966644;42970;21041453;1.66 : 1;Color;https://m.media-amazon.com/images/M/MV5BYTEyYmE0M2MtZDQ1OC00MGUxLWI4OGMtM2M1ZjIyNDI0Y2Q4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg;Lucy meets George in a Florence pensione and the two share a brief romance before Lucy returns home, where she becomes engaged to Cecil. However, it isn't long before George unexpectedly enters her life again.
tt0082484;R;1981;6000;7.3;22317;79;8;11;0;1;12500000;20959585;;20962615;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMWExOWQxYzktZDA1MC00Yzg4LWEyNmItOWJhYmRkMTI5YTNhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg;This story takes place in prehistoric time when three tribesmen search for a new fire source.
tt0116531;PG-13;1996;5160;5.5;13476;33;0;0;;;;21302121;6311786;21302121;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BMmQ4NzE5ZDItMzFjYi00MTU5LTliYjAtYzRjZDI4ZjQ4NzY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.
tt0078790;G;1979;5280;6;2916;37;0;0;;;5450000;20931111;;20931111;1.75 : 1;;https://m.media-amazon.com/images/M/MV5BZjI2OTJlYjQtOTAwMi00NTM1LWI0MTktYTMzZjlhNGRlMjIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg;The adventures of two idiotic outlaw wannabees, Amos and Theodore.
tt0110146;R;1994;5880;5.3;8437;;0;2;;;45000000;21355893;7818502;21355893;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTMzZjdmNjQtZWI3Ny00YTU0LWI1YzMtMzZkZmQwYmJhNGMxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg;While driving on a remote highway, a man is torn between choosing to reunite with his estranged wife or taking up with his lover.
tt1100119;PG;2008;5340;4.7;7494;53;2;0;;;40000000;20919166;6410339;28972508;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTM0MDUyMzk1Ml5BMl5BanBnXkFtZTcwMjczMDU2Mg@@._V1_.jpg;A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.
tt0108255;PG;1993;6240;4.1;54197;35;2;0;;;48000000;20915465;8532623;20915465;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BZGVmZTUyZDAtYjg0MC00NmE5LWE2OTAtM2FjNGI1NWUyMzE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg;Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.
tt0104926;PG-13;1992;6480;6;11413;;1;0;;;40000000;20883046;5240375;20883046;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BZTY0NDc2NzUtMmRkZi00NzIyLTg5YTctNmIyZjc0NzBkZmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Jack Elliot, once a great baseball player, is forced to play in Japan where his brash, egotistical ways cause friction with his new teammates and friends.
tt6421110;R;2018;5340;5;9979;35;4;1;;;14000000;20877013;9959053;21753365;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjA1MjI3MDU1MF5BMl5BanBnXkFtZTgwMjYwMTkxNDM@._V1_.jpg;Mary is a hit woman working for an organized crime family in Boston, whose life is completely turned around when she meets a young boy whose path she crosses when a professional hit goes bad.
tt0110186;R;1994;7140;6.6;4221;;1;0;;;7000000;20851521;5122600;20851521;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BYWI3Zjc5ZGYtMDVmOS00MDI3LTlkZjAtODZlM2JhYWFjZjBjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg;Two brothers, survivors of family tragedy, take different life paths: one falls for a high-spirited waitress and dreams of success, the other follows a life of petty crime. Their lives reconnect in shattering fashion.
tt0060472;Approved;1966;10560;7.2;9451;72;4;3;0;3;9000000;;;;2.20 : 1;;https://m.media-amazon.com/images/M/MV5BMTUyMzE2NjgyMV5BMl5BanBnXkFtZTgwNjUwOTYxMTE@._V1_.jpg;American Grand Prix driver Pete Aron is fired by his Jordan-BRM racing team after a crash at Monaco that injures his British teammate, Scott Stoddard.
tt0036430;Approved;1943;7260;5.8;1168;;2;2;2;1;;20831178;;;1.37 : 1;;https://m.media-amazon.com/images/M/MV5BZGIxY2E4ZDItNjc5Zi00ZTk4LWIzY2ItMmVhZmY0MTYwNzMyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg;A soldier wounded in the War (WWI) becomes a producer and stages a show for the forces.
tt1114740;PG;2009;5460;5.2;110170;39;3;1;;;26000000;146336178;31832636;183348429;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTM2NzA1MzE1NF5BMl5BanBnXkFtZTcwOTYyNDIzMg@@._V1_.jpg;When a shopping mall is taken over by a gang of organized crooks, it's up to a mild-mannered security guard to save the day.
tt0842926;R;2010;6360;7;130429;86;133;29;4;0;4000000;20811365;491971;34758951;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjE4NTMwNDg5MF5BMl5BanBnXkFtZTcwNDY2ODE0Mw@@._V1_.jpg;Two children conceived by artificial insemination bring their biological father into their non-traditional family life.
tt0800069;R;2007;5340;5.1;64231;32;0;0;;;15000000;20804166;9686362;37697773;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTczNTA2MzAzMF5BMl5BanBnXkFtZTYwNTkzMzc2._V1_.jpg;A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.
tt2072233;R;2017;5700;5.6;32366;34;1;0;;;30000000;20783704;8344128;32917353;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjEwMDAyOTM4OV5BMl5BanBnXkFtZTgwMzc4MjMyMDI@._V1_.jpg;A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.
tt0098258;PG-13;1989;6000;7.3;89844;85;3;1;;;;20781385;4058496;21515196;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTg5OTk1NjczNl5BMl5BanBnXkFtZTgwNTE3NjkzMTE@._V1_.jpg;A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.
tt0298228;PG-13;2002;6060;7.5;42448;80;35;33;1;0;3500000;20779666;137418;41062976;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjM3MzE2OTEwNF5BMl5BanBnXkFtZTcwNTkyMTg4NA@@._V1_.jpg;A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize.
tt1540011;R;2016;5340;5;45677;47;7;3;;;5000000;20777061;9576057;45173154;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjI0NTEyMjA3NV5BMl5BanBnXkFtZTgwODk5OTU4OTE@._V1_.jpg;After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.
tt4824308;PG;2016;7200;4.3;12587;22;3;3;;;5000000;20774575;7623662;24487848;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjIxNTExMDk4NF5BMl5BanBnXkFtZTgwODM0MDczNzE@._V1_.jpg;When a high school teacher is asked a question in class about Jesus, her response lands her in deep trouble.
tt0085407;R;1983;6180;7.2;69617;69;4;7;;;10000000;20766616;4556083;20766616;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMDk2ZGVkY2UtZGE0MS00NTY1LThiZjYtYjQxMTAwMjM5M2VlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg;A man awakens from a coma to discover he has a psychic ability.
tt0093300;PG-13;1987;5340;3;45949;15;7;1;;;23000000;20763013;7154890;51881013;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNGI1MTAxMWItOTE0OC00ZDhkLWE3Y2EtNjFiZmQ4NjQ1NGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.
tt1124037;R;2016;8340;6.9;57943;53;4;3;;;50000000;20810036;7572206;25035950;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTA4NTYyMTcwNTFeQTJeQWpwZ15BbWU4MDI0NTg0MDkx._V1_.jpg;A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.
tt0116287;R;1996;5820;6.2;48196;51;2;1;;;;20831000;6312240;20831000;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BZTM4ZmJmMTQtMWUxOS00MjQxLTllNmQtNzI4YWVhYzZlNTRkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg;"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear."
tt0118632;PG-13;1997;8040;7.2;14203;83;8;13;1;0;5000000;19868354;29396;19868354;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNGRkMDZlNGUtMzVmMC00Y2UyLTg0YTYtMjAzZmQ2NmQyNjg1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg;After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.
tt0099726;PG;1990;8100;6.7;22500;53;7;3;2;0;16000000;20710451;116975;20710451;1.37 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjI5OTgwNTc3M15BMl5BanBnXkFtZTgwNDY1NTk4NjE@._V1_.jpg;Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.
tt0077716;PG;1978;6480;6.5;3582;51;6;1;1;0;;20710000;;;;;https://m.media-amazon.com/images/M/MV5BYTlhZDY3Y2UtZDQyOS00YWJkLWE5ZGMtMzI5ODc3OWRlOGFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg;An inexperienced yet naturally gifted ice skater makes a spectacular debut in the skating world before encountering an event that could possibly derail her hopes and dreams.
tt1308728;R;2018;5460;5.4;28116;27;10;2;;;40000000;20706452;9532425;27506452;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BOTRjMTczMGItMmYxMi00ZThlLTg2ZjAtODgyZTNkN2VmMDlhXkEyXkFqcGdeQXVyNzQwNjY4NTg@._V1_.jpg;When the puppet cast of a '90s children's TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case.
tt0418819;R;2005;5580;6.2;96492;71;17;2;;;15000000;20700082;10221705;47074133;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNzU1MDI1NDM1NF5BMl5BanBnXkFtZTcwMzU5OTkyMQ@@._V1_.jpg;The living dead have taken over the world, and the last humans live in a walled city to protect themselves as they come to grips with the situation.
